x,y,z
79.04,10.102,110.95
79.12,9.9063,108.35
79.2,9.7568,105.73
79.27,9.6721,103.15
79.33,9.5995,100.59
79.4,9.5556,98.04
79.46,9.5534,95.51
79.52,9.5816,93.01
79.58,9.5841,90.53
79.64,9.6307,87.89
79.7,9.6462,85.44
79.77,9.6653,82.79
79.83,9.709,80.18
79.89,9.7398,77.58
79.95,9.8223,75.0
80.02,9.8766,72.43
80.08,9.9143,69.85
80.14,9.8489,67.26
80.2,9.6252,64.82
80.26,9.2624,62.32
80.33,8.8276,59.82
80.39,8.4521,57.3
80.45,8.2051,54.83
80.51,8.063,52.4
80.57,8.0101,49.8
80.63,7.9822,47.23
80.68,7.9737,44.68
80.74,7.9961,42.12
80.8,7.9976,39.6
80.85,7.9679,37.08
80.91,7.9683,34.57
80.96,7.9731,32.05
81.02,7.9916,29.56
81.07,7.9716,27.08
81.13,7.9842,24.59
81.18,7.9691,22.12
81.24,7.9735,19.68
81.29,7.9878,17.26
81.35,8.05,14.66
81.4,8.1543,12.14
81.45,8.3038,9.69
81.5,8.5333,7.25
81.54,8.7819,4.84
81.58,9.0126,2.47
81.58,9.0118,2.47
81.58,9.0111,2.47
81.58,9.0162,2.47
81.58,8.9202,2.47
81.58,8.8886,2.47
81.58,8.9673,2.47
81.58,8.9888,2.47
81.58,8.9793,2.47
81.6,9.0097,2.48
81.77,9.0145,2.49
82.1,9.0146,2.5
82.59,9.034,2.5
83.23,9.0248,2.47
84.03,9.0191,2.45
84.99,9.0163,2.41
86.11,8.993,2.37
86.48,8.9508,2.36
86.48,8.9611,2.36
86.48,8.9677,2.36
86.48,8.968,2.36
86.48,8.992,2.36
86.48,8.9945,2.36
86.48,9.0033,2.36
86.48,8.974,2.36
86.48,8.9427,2.36
86.48,8.9693,2.36
86.48,8.9535,2.4
86.48,8.956,2.61
86.48,8.9523,2.98
86.48,8.9567,3.53
86.49,8.9458,4.24
86.49,8.9105,5.12
86.49,8.8559,6.2
86.5,8.8148,7.44
86.5,8.7331,8.87
86.51,8.6178,10.48
86.52,8.5034,12.3
86.53,8.3731,14.12
86.54,8.251,16.3
86.55,8.1265,18.66
86.55,8.0682,21.21
86.56,7.9996,23.81
86.56,8.0098,26.46
86.56,8.0026,29.1
86.57,7.983,31.76
86.57,8.0003,34.46
86.57,7.9967,37.13
86.58,8.0214,39.82
86.58,8.0292,42.26
86.58,8.0427,44.69
86.59,8.0935,47.4
86.59,8.1859,49.83
86.58,8.3813,52.51
86.57,8.656,55.16
86.55,9.0194,57.76
86.52,9.39,60.37
86.5,9.6991,62.97
86.49,9.9078,65.6
86.48,9.9428,68.29
86.48,9.9089,70.76
86.47,9.8679,73.22
86.46,9.8213,75.72
86.45,9.7498,78.22
86.45,9.7335,80.73
86.44,9.7309,83.25
86.43,9.7303,85.79
86.42,9.7406,88.32
86.42,9.7692,90.86
86.41,9.78,93.41
86.4,9.8115,96.0
86.39,9.8445,98.56
86.39,9.9049,101.13
86.38,10.0145,103.69
86.37,10.1474,106.28
86.36,10.3226,108.8
86.34,10.5517,111.31
86.33,10.7794,113.86
86.32,11.0441,116.4
86.3,11.2546,118.94
86.29,11.4538,121.5
86.28,11.6875,124.06
86.26,11.9074,126.62
86.25,12.1601,129.19
86.24,12.3725,131.77
86.22,12.5795,134.38
86.2,12.8137,137.03
86.19,13.0519,139.69
86.19,13.3687,142.35
86.19,13.7135,144.99
86.21,14.152,147.59
86.24,14.6873,150.15
86.29,15.3115,152.59
86.34,16.054,155.18
86.4,16.8095,157.75
86.46,17.5504,160.32
86.51,18.1278,162.72
86.56,18.6458,165.26
86.59,19.0663,167.9
86.62,19.3708,170.32
86.65,19.6635,172.82
86.67,19.9426,175.3
86.69,20.1075,177.8
86.7,20.2083,180.31
86.71,20.1792,182.78
86.73,19.915,185.24
86.75,19.542,187.67
86.78,18.9634,190.1
86.82,18.2528,192.5
86.86,17.3829,194.88
86.91,16.4296,197.14
86.97,15.3103,199.62
87.03,14.1628,202.06
87.09,13.0904,204.54
87.14,12.277,207.08
87.17,11.8021,209.66
87.18,11.6795,212.25
87.16,11.9381,214.75
87.13,12.3972,217.16
87.09,12.9554,219.77
87.06,13.4112,222.29
87.01,13.6119,224.94
86.95,13.5714,227.46
86.87,13.3511,230.11
86.77,12.9347,232.73
86.67,12.5161,235.13
86.57,12.1206,237.55
86.47,11.6652,239.95
86.34,11.0498,242.32
86.19,10.2814,244.68
86.04,9.4898,247.01
85.99,8.7752,249.38
86.05,8.328,251.83
86.14,8.1148,254.32
86.23,8.005,256.79
86.33,7.9773,259.27
86.42,7.8937,261.74
86.5,7.73,264.2
86.6,7.5307,266.89
86.71,7.5414,269.49
86.82,7.6443,271.97
86.93,7.8478,274.43
87.05,7.9493,276.95
87.17,7.9661,279.46
87.28,7.9706,281.94
87.39,7.9612,284.4
87.51,7.9712,286.99
87.62,7.8638,289.56
87.75,7.9577,292.08
87.87,7.9756,294.57
88.01,8.1107,297.06
88.06,8.0562,297.97
88.06,8.0748,297.97
88.06,8.0544,297.97
88.06,8.1551,297.97
88.06,8.1201,297.97
88.06,8.14,297.97
88.06,8.1773,297.97
88.06,8.2,297.97
88.06,8.1696,297.97
88.14,8.1608,297.95
88.4,8.1871,297.92
88.82,8.1614,297.92
89.38,8.1455,297.95
90.15,8.1619,297.99
91.03,8.1429,298.03
92.15,8.1275,298.05
92.9,8.1024,298.06
92.9,8.1145,298.06
92.9,8.0993,298.06
92.9,8.1124,298.06
92.9,8.0949,298.06
92.9,8.072,298.06
92.9,8.0575,298.06
92.9,8.0543,298.06
92.9,7.9674,298.06
92.9,7.9822,298.04
92.89,7.9509,297.87
92.88,8.0732,297.54
92.88,8.041,297.04
92.9,7.9932,296.41
92.92,7.9447,295.61
92.95,7.8898,294.66
92.98,7.799,293.54
93.01,7.7625,292.27
93.05,7.7601,290.86
93.09,7.7202,289.28
93.14,7.7688,287.54
93.18,7.8311,285.68
93.23,7.8831,283.65
93.29,7.9275,281.42
93.35,7.9264,279.03
93.41,7.9353,276.54
93.47,7.9083,274.04
93.53,7.8427,271.5
93.59,7.8002,268.99
93.65,7.7763,266.51
93.7,7.8545,264.03
93.75,7.914,261.58
93.8,7.972,259.12
93.86,8.0936,256.6
93.91,8.3171,254.07
93.95,8.6852,251.58
93.98,9.1953,249.14
94.0,9.799,246.62
94.02,10.3732,244.15
94.05,10.897,241.54
94.09,11.2894,238.87
94.13,11.5863,236.43
94.16,11.9129,234.0
94.21,12.3401,231.3
94.24,12.7247,228.86
94.27,12.9581,226.39
94.29,13.0935,223.85
94.3,12.9702,221.34
94.3,12.7537,218.84
94.3,12.5005,216.39
94.29,12.2745,213.94
94.28,12.1862,211.44
94.25,12.3969,208.96
94.19,12.8995,206.53
94.11,13.6973,204.05
94.01,14.7443,201.68
93.9,15.8575,199.37
93.79,17.0161,197.02
93.69,18.0863,194.65
93.59,18.9631,192.26
93.51,19.663,189.86
93.45,20.0793,187.39
93.38,20.2991,184.98
93.32,20.2903,182.37
93.25,20.0147,179.69
93.18,19.6479,177.27
93.09,19.1813,174.86
93.01,18.7093,172.45
92.94,18.3095,170.05
92.88,18.0095,167.4
92.83,17.6618,164.79
92.76,17.232,162.22
92.66,16.6268,159.59
92.55,15.9503,157.19
92.45,15.2822,154.84
92.34,14.6508,152.49
92.23,14.0213,149.92
92.12,13.4187,147.34
92.02,12.877,144.73
91.92,12.4736,142.17
91.84,12.1897,139.67
91.77,11.9937,137.19
91.71,11.9101,134.52
91.65,11.827,131.88
91.59,11.7305,129.28
91.52,11.5665,126.67
91.46,11.42,124.06
91.4,11.2916,121.45
91.33,11.1571,118.85
91.27,11.0121,116.24
91.21,10.8202,113.63
91.14,10.601,110.98
91.08,10.3799,108.38
91.01,10.165,105.75
90.95,10.012,103.15
90.88,9.9127,100.57
90.82,9.8177,98.02
90.76,9.7518,95.47
90.7,9.7337,92.96
90.65,9.6983,90.48
90.59,9.7163,88.02
90.53,9.6855,85.53
90.47,9.6764,83.09
90.41,9.6902,80.48
90.35,9.7137,77.85
90.29,9.7625,75.23
90.23,9.8349,72.63
90.17,9.8917,70.06
90.11,9.9524,67.48
90.05,9.9581,64.9
89.99,9.8591,62.26
89.94,9.6667,59.82
89.9,9.4133,57.36
89.86,9.0789,54.88
89.82,8.7635,52.37
89.77,8.5406,49.88
89.71,8.3783,47.44
89.63,8.2754,44.8
89.55,8.2086,42.16
89.47,8.1627,39.54
89.39,8.1263,36.96
89.31,8.0656,34.41
89.23,8.0342,31.86
89.15,8.0284,29.34
89.08,8.0583,26.86
89.0,8.0858,24.42
88.91,8.1556,21.8
88.83,8.2446,19.23
88.74,8.3743,16.71
88.66,8.5517,14.23
88.57,8.684,11.77
88.48,8.8112,9.17
88.4,8.8759,6.73
88.31,8.8979,4.13
88.28,8.8699,3.25
88.28,8.8849,3.25
88.28,8.8705,3.25
88.28,8.8763,3.25
88.28,8.8732,3.25
88.28,8.8871,3.25
88.28,8.8765,3.25
88.28,8.867,3.25
88.29,8.9046,3.25
88.39,8.8811,3.27
88.66,8.8788,3.3
89.12,8.8437,3.31
89.74,8.8212,3.27
90.51,8.7902,3.19
91.45,8.7445,3.11
92.59,8.692,3.06
93.38,8.6623,3.08
93.38,8.6475,3.08
93.38,8.6696,3.08
93.38,8.6509,3.08
93.38,8.6501,3.08
93.38,8.6703,3.08
93.38,8.6779,3.08
93.38,8.6639,3.08
93.38,8.6753,3.08
93.37,8.6693,3.11
93.36,8.6721,3.3
93.35,8.6893,3.66
93.35,8.6883,4.18
93.37,8.7251,4.88
93.39,8.7459,5.74
93.42,8.7674,6.76
93.45,8.7964,7.94
93.48,8.8187,9.3
93.52,8.864,10.83
93.56,8.853,12.56
93.6,8.8572,14.46
93.65,8.8077,16.55
93.71,8.7124,18.85
93.78,8.619,21.36
93.85,8.5198,24.02
93.92,8.4299,26.72
93.97,8.4456,29.4
94.02,8.4827,32.05
94.06,8.6069,34.71
94.1,8.7252,37.37
94.14,8.8468,40.03
94.18,8.9706,42.7
94.22,9.0601,45.15
94.26,9.1967,47.83
94.29,9.3397,50.5
94.32,9.5378,53.19
94.35,9.7157,55.84
94.38,9.874,58.48
94.41,9.9298,61.14
94.45,9.9171,63.83
94.48,9.8891,66.26
94.51,9.8534,68.73
94.54,9.8067,71.21
94.57,9.7221,73.68
94.6,9.6745,76.17
94.63,9.6095,78.65
94.66,9.5939,81.18
94.69,9.5966,83.66
94.72,9.5708,86.16
94.75,9.5673,88.69
94.78,9.5966,91.23
94.82,9.6071,93.75
94.85,9.6387,96.31
94.89,9.7195,98.84
94.92,9.8191,101.39
94.96,9.973,103.91
95.0,10.1543,106.47
95.04,10.4147,108.99
95.08,10.6269,111.53
95.12,10.8204,114.07
95.16,10.9937,116.64
95.2,11.0979,119.22
95.24,11.2122,121.84
95.28,11.3303,124.45
95.32,11.4552,127.06
95.36,11.5663,129.68
95.39,11.6223,132.34
95.43,11.7245,135.0
95.47,11.8543,137.69
95.51,12.1471,140.34
95.53,12.5459,142.94
95.55,13.0224,145.48
95.57,13.596,147.97
95.59,14.143,150.41
95.6,14.7289,152.84
95.61,15.323,155.25
95.63,15.8735,157.68
95.64,16.402,160.13
95.64,16.825,162.73
95.61,17.152,165.41
95.58,17.4068,167.82
95.56,17.7662,170.53
95.59,18.3162,173.18
95.63,18.9298,175.75
95.68,19.5068,178.32
95.71,19.9974,180.87
95.71,20.2105,183.52
95.69,20.1867,186.21
95.66,19.87,188.85
95.59,19.2364,191.5
95.53,18.4619,193.81
95.45,17.4899,196.08
95.36,16.3305,198.51
95.26,15.1696,200.9
95.17,14.0855,203.28
95.07,13.2132,205.71
94.95,12.5973,208.16
94.81,12.2657,210.65
94.62,12.2549,213.32
94.47,12.4266,215.9
94.42,12.7007,218.39
94.46,12.9518,220.88
94.51,13.0597,223.41
94.56,12.9778,226.02
94.59,12.7423,228.44
94.61,12.4051,230.88
94.63,12.0052,233.33
94.65,11.6511,235.82
94.67,11.356,238.31
94.69,11.041,240.81
94.72,10.6226,243.3
94.75,10.1002,245.78
94.79,9.4984,248.19
94.83,8.9596,250.56
94.86,8.5037,253.14
94.88,8.2095,255.71
94.89,8.025,258.22
94.9,7.9723,260.67
94.91,7.8907,263.28
94.92,7.8689,265.82
94.92,7.8626,268.34
94.93,7.8949,270.97
94.93,7.9263,273.57
94.94,7.9408,276.11
94.94,7.9221,278.62
94.95,7.8832,281.11
94.95,7.7965,283.59
94.96,7.656,286.04
94.97,7.6691,288.63
94.98,7.6631,291.16
95.01,7.7781,293.65
95.03,7.9663,296.13
95.04,8.0026,296.66
95.04,7.9898,296.66
95.04,7.9727,296.66
95.04,7.9996,296.66
95.04,7.9725,296.66
95.04,7.9841,296.66
95.04,7.9926,296.66
95.04,7.9993,296.66
95.04,7.9841,296.66
95.16,8.0058,296.65
95.45,8.0171,296.64
95.88,8.0061,296.64
96.46,8.0076,296.67
97.26,8.0043,296.75
98.24,8.0,296.83
99.31,7.97,296.87
99.97,7.9753,296.86
99.97,7.9868,296.86
99.97,7.9647,296.86
99.97,7.9724,296.86
99.97,7.945,296.86
99.97,7.9791,296.86
99.97,7.9567,296.86
99.97,7.9618,296.86
99.96,7.9619,296.8
99.95,7.944,296.58
99.94,7.9385,296.15
99.94,7.8686,295.55
99.93,7.7848,294.75
99.92,7.7465,293.76
99.9,7.6703,292.59
99.89,7.6405,291.22
99.87,7.5732,289.66
99.85,7.5528,287.91
99.84,7.6544,285.99
99.82,7.7129,283.89
99.8,7.8468,281.59
99.78,7.9254,279.36
99.77,7.9857,276.93
99.75,7.9726,274.46
99.74,7.9992,271.97
99.72,7.9884,269.52
99.71,7.9875,267.09
99.69,7.9834,264.36
99.68,7.9842,261.9
99.66,8.0522,259.18
99.64,8.2637,256.47
99.63,8.669,253.83
99.61,9.1893,251.22
99.59,9.7779,248.66
99.57,10.3334,246.08
99.54,10.7891,243.42
99.5,11.112,240.72
99.47,11.3249,238.28
99.43,11.5787,235.84
99.4,11.8457,233.4
99.36,12.1584,230.95
99.32,12.5069,228.5
99.28,12.7468,226.0
99.24,12.8818,223.52
99.19,12.8957,221.03
99.15,12.7628,218.54
99.1,12.6534,216.07
99.04,12.5727,213.36
98.97,12.6361,210.66
98.89,12.9615,208.23
98.77,13.5249,205.58
98.65,14.3262,203.13
98.51,15.2492,200.72
98.38,16.2639,198.37
98.29,17.2628,195.99
98.3,18.2353,193.61
98.34,18.971,191.25
98.36,19.5717,188.77
98.34,19.8847,186.22
98.26,19.9031,183.64
98.14,19.6228,181.16
97.99,19.1273,178.69
97.79,18.5488,176.21
97.66,17.918,173.73
97.65,17.3477,171.22
97.82,16.9454,168.68
98.1,16.6496,166.15
98.37,16.4104,163.65
98.49,16.1945,161.19
98.42,15.86,158.74
98.18,15.447,156.11
97.9,14.9158,153.48
97.7,14.4116,151.11
97.63,13.8885,148.72
97.73,13.4001,146.27
97.94,12.9442,143.82
98.13,12.5555,141.39
98.21,12.242,138.75
98.13,11.9823,136.17
98.01,11.8152,133.66
97.9,11.6978,131.17
97.78,11.5691,128.73
97.65,11.4432,126.06
97.53,11.3027,123.41
97.4,11.1596,120.78
97.27,11.0344,118.15
97.15,10.8834,115.51
97.02,10.6861,112.89
96.89,10.4886,110.24
96.76,10.2266,107.59
96.65,10.01,105.16
96.53,9.8415,102.74
96.41,9.721,100.08
96.28,9.5871,97.48
96.17,9.5469,94.9
96.05,9.5183,92.34
95.94,9.5206,89.82
95.83,9.5426,87.31
95.72,9.5588,84.82
95.61,9.5495,82.32
95.5,9.5834,79.85
95.39,9.611,77.37
95.28,9.688,74.93
95.17,9.7569,72.29
95.06,9.7981,69.68
94.94,9.8663,67.08
94.83,9.9423,64.45
94.71,9.9443,61.82
94.59,9.8939,59.17
94.49,9.7823,56.75
94.38,9.6067,54.27
94.28,9.4251,51.78
94.18,9.2532,49.31
94.07,9.1026,46.84
93.95,8.9668,44.21
93.82,8.847,41.57
93.7,8.7423,38.93
93.58,8.5982,36.3
93.46,8.4702,33.69
93.34,8.3568,31.09
93.21,8.3517,28.54
93.08,8.3353,26.04
92.94,8.4318,23.58
92.81,8.5467,20.97
92.76,8.6707,18.42
92.72,8.7876,15.9
92.69,8.8211,13.4
92.65,8.8639,10.92
92.61,8.8246,8.48
92.58,8.765,5.86
92.54,8.7082,3.42
92.51,8.6884,1.05
92.51,8.6805,1.02
92.51,8.6898,1.02
92.51,8.6873,1.02
92.51,8.7142,1.02
92.51,8.7464,1.02
92.51,8.6963,1.02
92.51,8.6959,1.02
92.51,8.6699,1.02
92.52,8.669,1.02
92.69,8.6812,1.04
93.05,8.6581,1.06
93.56,8.6189,1.06
94.23,8.586,1.02
95.04,8.551,0.97
96.0,8.5367,0.9
97.14,8.505,0.83
97.53,8.4613,0.82
97.53,8.4757,0.82
97.53,8.4788,0.82
97.53,8.479,0.82
97.53,8.4372,0.82
97.53,8.4361,0.82
97.53,8.465,0.82
97.53,8.4807,0.82
97.53,8.5012,0.82
97.51,8.4985,0.92
97.48,8.5164,1.18
97.48,8.5027,1.61
97.51,8.5298,2.21
97.56,8.4948,2.98
97.61,8.5103,3.91
97.64,8.5533,5.03
97.61,8.5725,6.32
97.57,8.6406,7.78
97.52,8.7025,9.42
97.47,8.7525,11.21
97.41,8.8306,13.18
97.34,8.8618,15.33
97.27,8.8979,17.66
97.19,8.8946,20.21
97.11,8.8566,22.85
97.03,8.8364,25.53
96.95,8.825,28.18
96.87,8.8926,30.62
96.77,8.9532,33.3
96.67,9.0858,35.98
96.57,9.1849,38.66
96.48,9.2722,41.09
96.39,9.3674,43.55
96.31,9.4263,46.01
96.22,9.4838,48.46
96.13,9.6079,50.92
96.03,9.7067,53.62
95.94,9.8023,56.05
95.85,9.8729,58.46
95.76,9.936,60.91
95.67,9.9152,63.38
95.58,9.8764,65.85
95.49,9.8398,68.33
95.4,9.7976,70.81
95.31,9.7046,73.3
95.22,9.6578,75.8
95.13,9.6196,78.31
95.03,9.6024,80.82
94.94,9.5642,83.32
94.85,9.5963,85.86
94.76,9.5935,88.39
94.67,9.5822,90.96
94.57,9.6138,93.54
94.48,9.6472,96.11
94.39,9.7428,98.68
94.3,9.8368,101.25
94.22,9.9789,103.8
94.13,10.1858,106.37
94.05,10.3978,108.9
93.96,10.6227,111.44
93.88,10.8356,114.0
93.79,11.0134,116.61
93.7,11.1395,119.21
93.61,11.2323,121.83
93.52,11.3596,124.45
93.44,11.4866,127.06
93.35,11.6316,129.71
93.25,11.7033,132.36
93.16,11.7925,135.05
93.07,11.9292,137.76
92.99,12.1765,140.46
92.91,12.541,143.12
92.85,13.0275,145.71
92.78,13.5856,148.26
92.72,14.182,150.72
92.67,14.7949,153.12
92.6,15.5247,155.72
92.55,16.2828,158.31
92.49,16.9031,160.66
92.41,17.4504,163.11
92.32,17.9068,165.73
92.21,18.2349,168.14
92.1,18.5689,170.61
92.0,19.0274,173.29
91.9,19.5044,175.9
91.8,19.9171,178.55
91.71,20.2026,180.95
91.59,20.3041,183.68
91.49,20.1726,186.12
91.39,19.8303,188.54
91.31,19.1462,191.17
91.25,18.3677,193.48
91.22,17.425,195.77
91.2,16.3782,198.0
91.19,15.2929,200.19
91.17,14.1338,202.61
91.14,13.1465,205.03
91.1,12.403,207.56
91.04,12.0115,210.07
90.96,11.9556,212.53
90.86,12.2082,215.19
90.75,12.5863,217.72
90.64,12.9731,220.16
90.52,13.2994,222.77
90.39,13.3419,225.26
90.25,13.2075,227.84
90.08,12.9053,230.49
89.94,12.5035,232.91
89.89,12.0679,235.34
89.92,11.662,237.79
89.96,11.2027,240.24
89.98,10.5999,242.68
90.01,9.9339,245.13
90.04,9.2733,247.53
90.06,8.7225,249.89
90.07,8.3196,252.56
90.07,8.0841,255.22
90.07,7.9783,257.86
90.07,7.9207,260.48
90.07,7.7396,263.14
90.07,7.5253,265.79
90.07,7.4555,268.42
90.05,7.5826,270.99
90.04,7.7641,273.43
90.02,7.9008,276.03
90.0,7.9442,278.54
89.98,7.9618,281.04
89.96,7.9678,283.55
89.94,7.9379,286.17
89.92,7.856,288.74
89.92,7.9227,291.28
89.91,7.9115,293.77
89.92,8.0238,296.26
89.93,8.1311,297.35
89.93,8.1124,297.35
89.93,8.1333,297.35
89.93,8.1027,297.35
89.93,8.122,297.35
89.93,8.1105,297.35
89.93,8.1135,297.35
89.93,8.0954,297.35
89.93,8.1114,297.35
90.01,8.1204,297.34
90.25,8.0984,297.31
90.66,8.1011,297.3
91.26,8.0982,297.33
92.03,8.0857,297.41
92.96,8.0529,297.49
94.0,8.0426,297.54
94.86,8.0532,297.53
94.86,8.0656,297.53
94.86,8.0493,297.53
94.86,8.0551,297.53
94.86,8.0454,297.53
94.86,8.0622,297.53
94.86,8.0032,297.53
94.86,8.0411,297.53
94.86,8.0396,297.53
94.86,8.0392,297.51
94.84,8.0196,297.34
94.83,8.0101,297.0
94.84,7.9857,296.52
94.88,7.9532,295.81
94.97,7.8768,294.9
95.07,7.8014,293.81
95.16,7.7208,292.53
95.18,7.6498,291.2
95.12,7.6278,289.69
95.05,7.6679,288.04
94.98,7.6618,286.22
94.9,7.7636,284.28
94.81,7.8548,282.17
94.71,7.889,279.87
94.6,7.9366,277.43
94.49,7.9331,274.91
94.39,7.901,272.39
94.28,7.8566,269.87
94.17,7.8364,267.35
94.05,7.8292,264.85
93.94,7.8882,262.36
93.83,7.9741,259.87
93.71,8.0681,257.36
93.59,8.2318,254.83
93.47,8.5389,252.3
93.33,8.9807,249.83
93.18,9.5954,247.17
93.04,10.1956,244.71
92.99,10.7461,242.15
93.05,11.187,239.52
93.14,11.5487,237.11
93.22,11.8925,234.69
93.3,12.2749,232.28
93.39,12.646,229.87
93.47,12.9343,227.42
93.54,13.0891,224.89
93.6,13.0842,222.34
93.64,12.8891,219.83
93.69,12.5701,217.35
93.73,12.2653,214.63
93.77,12.1497,212.15
93.79,12.2722,209.64
93.78,12.6733,207.19
93.75,13.4436,204.68
93.7,14.41,202.31
93.64,15.5525,200.01
93.58,16.6776,197.69
93.52,17.7755,195.32
93.46,18.7546,192.9
93.43,19.5013,190.51
93.4,20.0109,188.08
93.38,20.3128,185.63
93.36,20.2759,183.06
93.34,20.1143,180.62
93.31,19.7971,178.21
93.27,19.332,175.77
93.23,18.8594,173.34
93.19,18.4157,170.95
93.18,18.0708,168.54
93.18,17.7386,165.91
93.16,17.3479,163.3
93.13,16.8539,160.88
93.08,16.2854,158.49
93.02,15.5978,156.1
92.97,14.9632,153.71
92.91,14.3304,151.33
92.85,13.6969,148.71
92.8,13.1693,146.33
92.74,12.6597,143.73
92.69,12.2774,141.18
92.65,12.0251,138.66
92.62,11.8711,136.2
92.59,11.782,133.73
92.56,11.7075,131.08
92.54,11.6263,128.46
92.51,11.5027,125.84
92.47,11.3508,123.18
92.44,11.2326,120.58
92.41,11.1028,117.95
92.38,10.9564,115.36
92.35,10.7525,112.72
92.32,10.526,110.09
92.29,10.2946,107.45
92.26,10.105,104.84
92.23,9.9521,102.25
92.2,9.8226,99.68
92.17,9.7563,97.09
92.14,9.6962,94.53
92.11,9.6785,92.01
92.09,9.6861,89.54
92.06,9.6667,87.06
92.04,9.6843,84.57
92.01,9.6576,82.1
91.99,9.6699,79.66
91.96,9.6932,77.02
91.94,9.7501,74.41
91.91,9.834,71.81
91.89,9.8796,69.23
91.86,9.9356,66.63
91.83,9.9497,64.03
91.81,9.8845,61.41
91.79,9.7492,58.89
91.77,9.508,56.43
91.76,9.257,53.94
91.75,9.0114,51.47
91.73,8.7838,49.0
91.7,8.6383,46.55
91.66,8.5652,43.91
91.61,8.4565,41.29
91.57,8.3922,38.67
91.52,8.2805,36.06
91.48,8.219,33.49
91.43,8.164,30.93
91.38,8.1722,28.44
91.33,8.1857,25.98
91.28,8.2481,23.54
91.22,8.3841,20.96
91.16,8.5151,18.41
91.09,8.6317,15.92
91.04,8.7715,13.45
90.98,8.827,11.0
90.93,8.8457,8.56
90.87,8.8218,5.96
90.81,8.7856,3.35
90.8,8.781,2.65
90.8,8.7527,2.65
90.8,8.7673,2.65
90.8,8.7737,2.65
90.8,8.7807,2.65
90.8,8.7486,2.65
90.8,8.767,2.65
90.8,8.7569,2.65
90.81,8.7767,2.65
90.95,8.7519,2.66
91.24,8.7356,2.68
91.73,8.7077,2.67
92.38,8.6888,2.63
93.19,8.6398,2.56
94.18,8.6169,2.49
95.38,8.5557,2.46
95.93,8.555,2.47
95.93,8.5352,2.47
95.93,8.554,2.47
95.93,8.5316,2.47
95.93,8.5499,2.47
95.93,8.5629,2.47
95.93,8.5667,2.47
95.93,8.5559,2.47
95.92,8.5525,2.53
95.91,8.5421,2.76
95.9,8.5701,3.16
95.89,8.5854,3.72
95.88,8.5997,4.44
95.86,8.615,5.34
95.85,8.6686,6.41
95.83,8.6958,7.64
95.8,8.7635,9.05
95.78,8.8043,10.62
95.75,8.8358,12.38
95.72,8.8729,14.33
95.68,8.8831,16.46
95.64,8.8494,18.78
95.6,8.7836,21.34
95.56,8.6831,24.01
95.52,8.6441,26.69
95.47,8.6596,29.37
95.41,8.6881,32.07
95.34,8.8104,34.74
95.27,8.9419,37.42
95.2,9.0389,40.09
95.14,9.1209,42.55
95.08,9.2266,44.98
95.02,9.2913,47.69
94.95,9.4244,50.38
94.88,9.5994,53.05
94.8,9.7395,55.74
94.74,9.8517,58.17
94.67,9.9035,60.61
94.6,9.9236,63.31
94.54,9.9194,65.78
94.47,9.8528,68.27
94.4,9.8103,70.75
94.34,9.7547,73.25
94.27,9.6606,75.75
94.21,9.6291,78.25
94.14,9.6181,80.76
94.07,9.6112,83.27
94.01,9.6049,85.81
93.94,9.6039,88.36
93.88,9.606,90.9
93.81,9.6414,93.45
93.75,9.6646,96.04
93.68,9.7556,98.6
93.62,9.8566,101.17
93.56,9.9952,103.71
93.49,10.189,106.3
93.43,10.4237,108.87
93.37,10.6387,111.41
93.31,10.8218,113.98
93.25,11.0004,116.57
93.19,11.132,119.18
93.13,11.2628,121.8
93.06,11.3904,124.42
93.0,11.5175,127.05
92.94,11.638,129.68
92.87,11.7466,132.33
92.8,11.8053,135.02
92.74,11.9403,137.71
92.68,12.1919,140.39
92.63,12.5428,143.02
92.59,13.0256,145.61
92.55,13.5793,148.16
92.52,14.1734,150.65
92.49,14.787,153.04
92.46,15.4333,155.39
92.43,16.1456,157.76
92.39,16.7856,160.12
92.35,17.3324,162.52
92.29,17.7918,165.08
92.2,18.198,167.77
92.1,18.5451,170.46
92.03,18.9966,173.12
91.96,19.4776,175.73
91.89,19.8927,178.4
91.8,20.2158,181.1
91.72,20.3079,183.8
91.64,20.1513,186.23
91.58,19.8076,188.69
91.52,19.1156,191.34
91.48,18.3214,193.64
91.45,17.3764,195.92
91.42,16.3168,198.15
91.4,15.1329,200.57
91.38,13.986,203.0
91.35,13.0292,205.43
91.3,12.3461,207.96
91.23,12.0188,210.45
91.13,11.9958,213.15
91.02,12.2893,215.75
90.9,12.6847,218.26
90.77,13.1014,220.89
90.66,13.316,223.3
90.52,13.3309,225.84
90.35,13.1223,228.5
90.19,12.7783,231.14
90.12,12.349,233.58
90.14,11.9328,236.02
90.2,11.5113,238.51
90.25,11.0086,240.99
90.29,10.4224,243.43
90.34,9.756,245.86
90.38,9.0892,248.27
90.41,8.6228,250.66
90.44,8.2442,253.32
90.46,8.045,255.98
90.47,7.9634,258.59
90.49,7.865,261.19
90.51,7.6778,263.81
90.52,7.5045,266.47
90.53,7.5102,269.05
90.52,7.6406,271.54
90.51,7.8304,274.18
90.51,7.9428,276.73
90.5,7.9657,279.25
90.49,7.9468,281.73
90.48,7.9318,284.2
90.47,7.9309,286.79
90.46,7.8485,289.39
90.45,7.8964,291.9
90.44,7.8973,294.4
90.43,8.07,296.87
